编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,容积,率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
93,工业用地,盐城市,东台市,业美智能电子科技（东台）有限公司,安丰镇丰富一路南侧,50,挂牌出让,,337.2462,,2020,2020年5月,2020年5月14日,19722,1,1,1,,业美智能电子科技(东台)有限公司,,,,,,,,,,,,,,2021年1月14日,2022年1月14日
94,公用设施用地,盐城市,响水县,响水县新港建设发展有限公司,观潮二路北侧、港大道西侧,50,挂牌出让,,1118,,2020,2020年5月,2020年5月13日,70732,0.100.60,0.1,0.6,,响水县新港建设发展有限公司,,,,,,,,,,,,,,2020年12月10日,2023年12月10日
95,公用设施用地,盐城市,响水县,响水永能太阳能发电有限公司,响水县灌东盐场,50,挂牌出让,,73,,2020,2020年5月,2020年5月13日,4478,0.5,0.5,0.5,,响水永能太阳能发电有限公司,,,,,,,,,,,,,,2020年12月10日,2023年12月10日
96,工业用地,盐城市,响水县,响水万银食品有限公司,326省道南侧、南大线西侧,50,挂牌出让,,216,,2020,2020年5月,2020年5月13日,11591,0.701.20,0.7,1.2,,响水万银食品有限公司,,,,,,,,,,,,,,2020年12月10日,2023年12月10日
97,工业用地,盐城市,大丰市,格林豪博实业（江苏）有限公司,开发区南环路南侧、胜利河西侧,50,挂牌出让,,651.27,,2020,2020年5月,2020年5月13日,33398,1.002.00,1,2,,格林豪博实业（江苏）有限公司,,,,,,,,,,,,,,2021年5月12日,2023年5月12日
98,公路用地,盐城市,盐城市本级,黄浦江路（东环路—黄山路）道路工程项目,盐城经济技术开发区新城街道正丰村一组,,划拨,,,,2020,2020年5月,2020年5月12日,9627,,,1,,江苏沿海东方市政建设股份有限公司,,,,,,,,,,,,,,2021年5月11日,2023年5月11日
99,工业用地,盐城市,东台市,江苏铨华锯业有限公司,老204国道西侧、八引河南侧,50,挂牌出让,,90.144,,2020,2020年5月,2020年5月11日,5008,1.2,1.2,1.2,,江苏铨华锯业有限公司,,,,,,,,,,,,,,2021年1月11日,2023年1月11日
100,工业用地,盐城市,东台市,东台通能电子有限公司,经八路东侧、九里沟北侧,50,挂牌出让,,347.346,,2020,2020年5月,2020年5月11日,19297,1.05,1.05,1.05,,东台通能电子有限公司,,,,,,,,,,,,,,2021年1月11日,2023年1月11日
101,工业用地,盐城市,东台市,东台通能电子有限公司,经八路东侧、九里沟北侧,50,挂牌出让,,131.544,,2020,2020年5月,2020年5月11日,7308,1.05,1.05,1.05,,东台通能电子有限公司,,,,,,,,,,,,,,2021年1月11日,2023年1月11日
102,工业用地,盐城市,东台市,东台唯佳科技有限责任公司,经八路东侧、九里沟北侧,50,挂牌出让,,131.544,,2020,2020年5月,2020年5月11日,7308,1.05,1.05,1.05,,东台唯佳科技有限责任公司,,,,,,,,,,,,,,2021年1月11日,2023年1月11日
103,工业用地,盐城市,东台市,东台唯佳科技有限责任公司,经八路东侧、九里沟北侧,50,挂牌出让,,166.428,,2020,2020年5月,2020年5月11日,9246,1.05,1.05,1.05,,东台唯佳科技有限责任公司,,,,,,,,,,,,,,2021年1月11日,2023年1月11日
104,工业用地,盐城市,东台市,江苏瀚隆家纺有限公司,梁垛镇梁垛村,43.6,挂牌出让,,37.502,,2020,2020年5月,2020年5月11日,2206,1,1,1,,江苏瀚隆家纺有限公司,,,,,,,,,,,,,,2021年1月11日,2022年1月11日
105,工业用地,盐城市,建湖县,建湖贝斯特液压机械有限公司年产5000支液压油缸项目,建阳镇马厂村三组,50,挂牌出让,,41.656,,2020,2020年5月,2020年5月10日,2032,0.701.20,0.7,1.2,,建湖贝斯特液压机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
106,工业用地,盐城市,建湖县,建湖鼎杰仪表阀门有限公司年产40000台（套）一体化五阀组项目,建阳镇马厂村三组,50,挂牌出让,,39.0935,,2020,2020年5月,2020年5月10日,1907,0.701.20,0.7,1.2,,建湖鼎杰仪表阀门有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
107,工业用地,盐城市,建湖县,盐城市钰柱机械有限公司年产2500件防喷器及2000台（套）阀门项目,建阳镇马厂村三组,50,挂牌出让,,107.912,,2020,2020年5月,2020年5月10日,5264,1.001.50,1,1.5,,盐城市钰柱机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
108,工业用地,盐城市,建湖县,建湖顺旭机械制造有限公司年产10000台（套）石油机械配件技改项目,建阳镇马厂村三组,50,挂牌出让,,85.772,,2020,2020年5月,2020年5月10日,4184,1.001.50,1,1.5,,建湖顺旭机械制造有限公司,,,,,,,,,,,,,,2021年4月29日,2023年4月28日
109,工业用地,盐城市,建湖县,盐城汇鸿供水设备有限公司年产300台（套）生活给排水设备、300台（套）消防给排水设备及300台（套）水处理设备项目,建阳镇马厂村三组,50,挂牌出让,,89.4005,,2020,2020年5月,2020年5月10日,4361,1.001.50,1,1.5,,盐城汇鸿供水设备有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
110,工业用地,盐城市,建湖县,盐城澳浪机械有限公司年产5万件液压管件及4万件法兰项目,建阳镇马厂村三组,50,挂牌出让,,88.396,,2020,2020年5月,2020年5月10日,4312,0.701.20,0.7,1.2,,盐城澳浪机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
111,工业用地,盐城市,建湖县,建湖县明鑫石化机械有限公司年产15万件液压管件及2万件工程机械配件项目,建阳镇马厂村三组,50,挂牌出让,,86.551,,2020,2020年5月,2020年5月10日,4222,0.701.20,0.7,1.2,,建湖县明鑫石化机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
112,工业用地,盐城市,建湖县,江苏恒隆酒店用品有限公司年产70万箱酒店配套用品（餐用保温器等）项目,建阳镇瓦瓷村一组,50,挂牌出让,,376.4005,,2020,2020年5月,2020年5月10日,18361,1.201.50,1.2,1.5,,江苏恒隆酒店用品有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
113,工业用地,盐城市,建湖县,江苏中环重工有限公司年产100台（套）环保设备项目,建阳镇瓦瓷村二组,50,挂牌出让,,86.592,,2020,2020年5月,2020年5月10日,4224,1.001.50,1,1.5,,江苏中环重工有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
114,城镇住宅用地,盐城市,东台市,公园南侧地块三,东台市人民公园南侧,70,挂牌出让,,72282,,2020,2020年5月,2020年5月9日,70000,1.002.30,1,2.3,,万达地产集团有限公司,,,,,,,,,,,,,,2021年9月23日,2024年9月22日
115,城镇住宅用地,盐城市,东台市,公园南侧地块四,东台市人民公园南侧,70,挂牌出让,,60270,,2020,2020年5月,2020年5月9日,70000,1.002.00,1,2,,东台市港碧房地产开发有限公司,,,,,,,,,,,,,,2021年9月23日,2024年9月22日
116,工业用地,盐城市,阜宁县,阜宁华尔特阀业有限公司,现代服务业园区新丰居委会,50,挂牌出让,,250,,2020,2020年5月,2020年5月8日,11482.24,1.002.00,1,2,,阜宁华尔特阀业有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
117,工业用地,盐城市,阜宁县,盐城锦亚服饰有限公司,古河镇古河居委会,50,挂牌出让,,167,,2020,2020年5月,2020年5月8日,7954.42,1.502.00,1.5,2,,盐城锦亚服饰有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
118,工业用地,盐城市,阜宁县,阜宁县联华板材有限公司,罗桥镇沿街村,50,挂牌出让,,141,,2020,2020年5月,2020年5月8日,6698.36,0.902.00,0.9,2,,阜宁县联华板材有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
119,工业用地,盐城市,阜宁县,盐城市永烁服饰有限公司,古河镇古凤村,50,挂牌出让,,141,,2020,2020年5月,2020年5月8日,6690.63,1.302.00,1.3,2,,盐城市永烁服饰有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
120,工业用地,盐城市,阜宁县,阜宁科达阀门有限公司,现代服务业园区新丰居委会,50,挂牌出让,,131,,2020,2020年5月,2020年5月8日,6014.97,1.002.00,1,2,,阜宁科达阀门有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
121,工业用地,盐城市,阜宁县,阜宁县昱立建设工程有限公司,罗桥镇沿街村,50,挂牌出让,,114,,2020,2020年5月,2020年5月8日,5451.83,0.902.00,0.9,2,,阜宁县昱立建设工程有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
122,工业用地,盐城市,阜宁县,阜宁辉华汽车内饰件有限公司,罗桥镇沿街村,50,挂牌出让,,113,,2020,2020年5月,2020年5月8日,5371.07,1.102.00,1.1,2,,阜宁辉华汽车内饰件有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
123,工业用地,盐城市,阜宁县,江苏奥能环保设备科技有限公司,陈良镇成俊村,50,挂牌出让,,64,,2020,2020年5月,2020年5月8日,3028.04,1.002.00,1,2,,江苏奥能环保设备科技有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
124,工业用地,盐城市,阜宁县,阜宁县好运农产品服务有限公司,罗桥镇沿街村,50,挂牌出让,,56,,2020,2020年5月,2020年5月8日,2643.93,1.202.00,1.2,2,,阜宁县好运农产品服务有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
125,批发市场用地,盐城市,滨海县,盐城冠恒冷链物流仓储有限公司,滨海县S327（套坎河）北侧、西湖路西侧,40,挂牌出让,,3044.47,,2020,2020年5月,2020年5月8日,65332,1.001.45,1,1.45,,盐城冠恒冷链物流仓储有限公司,,,,,,,,,,,,,,2020年8月8日,2022年8月8日
126,工业用地,盐城市,建湖县,江苏正源创辉食品科技发展有限公司新上水产品深加工及保鲜项目,恒济镇东袁村二组,50,挂牌出让,,769.16,,2020,2020年5月,2020年5月7日,37520,1.2,1.2,1.2,,江苏正源创辉食品科技发展有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
127,工业用地,盐城市,东台市,东台欣存宏救生设备有限公司,新街镇湃森东侧、园区北路南侧,50,挂牌出让,,153.5872,,2020,2020年5月,2020年5月7日,9088,1.1,1.1,1.1,,东台欣存宏救生设备有限公司,,,,,,,,,,,,,,2021年1月7日,2022年1月7日
128,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,幸福路西侧、银河路南侧,40,挂牌出让,,12627,,2020,2020年5月,2020年5月7日,42073,0.501.00,0.5,1,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
129,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,黄响路东侧、军辉机械制造有限公司南侧,40,挂牌出让,,1172,,2020,2020年5月,2020年5月7日,7074,0.501.00,0.5,1,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
130,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,中心村新型社区东侧，县道304西侧,40,挂牌出让,,989,,2020,2020年5月,2020年5月7日,6002,0.401.00,0.4,1,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
131,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,瑞海路南侧、石港路西侧,40,挂牌出让,,1954,,2020,2020年5月,2020年5月7日,11855,0.301.00,0.3,1,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
132,工业用地,盐城市,射阳县,盐城市纺织染整产业园实业开发有限公司,射阳县临海镇纺织染整区振临路西侧,50,挂牌出让,,603.7331,,2020,2020年5月,2020年5月7日,40519,1.002.50,1,2.5,,盐城市纺织染整产业园实业开发有限公司,,,,,,,,,,,,,,2021年7月8日,2023年7月7日
133,公路用地,盐城市,盐城市本级,中海天钻花园北侧支路,盐城市盐南高新区新都街道办事处新丰居委会,,划拨,,0,,2020,2020年5月,2020年5月6日,5097,,,1,,江苏省盐南高新技术产业开发区规划编研与城建服务中心,,,,,,,,,,,,,,2021年3月5日,2024年3月5日
134,工业用地,盐城市,射阳县,盐城申兴实业有限公司,特庸镇申兴实业有限公司北侧,50,挂牌出让,,79.7475,,2020,2020年5月,2020年5月6日,5425,1.002.50,1,2.5,,盐城申兴实业有限公司,,,,,,,,,,,,,,2021年9月10日,2023年9月9日
135,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块五,射阳盐场海堤公路西侧地块五,50,协议出让,,1672.7171,,2020,2020年5月,2020年5月6日,576799,,,1,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2023年5月5日
136,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块九,射阳盐场海堤公路西侧地块九,50,协议出让,,4231.3146,,2020,2020年5月,2020年5月6日,1459074,,,1,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2022年5月5日
137,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块十,射阳盐场海堤公路西侧地块十,50,协议出让,,52.9917,,2020,2020年5月,2020年5月6日,18273,,,1,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2023年5月5日
138,公用设施用地,盐城市,射阳县,临农35千伏变电站改造工程,盐城市射阳县临海农场场部境内,,划拨,,,,2020,2020年5月,2020年5月6日,3024,1.5,1.5,1.5,,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
139,其他商服用地,盐城市,滨海县,吕庆生,县城阜东北路西侧（原滨海农业银行坎北营业所（一楼））,40,协议出让,,13.97,,2020,2020年4月,2020年4月30日,152.89,0.000.01,0,0.01,,吕庆生,,,,,,,,,,,,,,2020年4月30日,2020年4月30日
140,工业用地,盐城市,东台市,江苏兆祥机械科技有限公司,时堰镇工业路北侧、园区大道西侧,50,挂牌出让,,646.1235,,2020,2020年4月,2020年4月30日,37785,1,1,1,,江苏兆祥机械科技有限公司,,,,,,,,,,,,,,2020年12月30日,2022年6月30日
141,工业用地,盐城市,东台市,伟龙明馨智能科技（江苏）有限公司,东台市高新区纬二路南、经七路东,50,挂牌出让,,1436.1725,,2020,2020年4月,2020年4月30日,82067,1,1,1,,伟龙明馨智能科技(江苏)有限公司,,,,,,,,,,,,,,2020年12月30日,2022年12月30日
142,公用设施用地,盐城市,阜宁县,城南新区A地块配套设施,阜宁县阜城街道办崔湾居委会,,划拨,,0,,2020,2020年4月,2020年4月30日,10486.72,1.6,1.6,1.6,,阜宁县住房和城乡县设局,,,,,,,,,,,,,,2020年5月10日,2022年5月10日
143,城镇住宅用地,盐城市,大丰市,南京中润和骏置业有限公司,大中街道新村路南侧、双拥路东侧,70年，40年,挂牌出让,,57740,,2020,2020年4月,2020年4月29日,80752,1.001.80,1,1.8,,南京中润和骏置业有限公司,,,,,,,,,,,,,,2021年4月28日,2023年4月28日
144,工业用地,盐城市,东台市,江苏丹特斯科技有限公司,新街镇府前东路北侧、孜俊东侧,50,挂牌出让,,334.62,,2020,2020年4月,2020年4月29日,19800,1,1,1,,江苏丹特斯科技有限公司,,,,,,,,,,,,,,2020年12月29日,2021年12月29日
145,零售商业用地,盐城市,阜宁县,阜宁县伟业城镇建设开发有限公司,阜城街道办事处新桥村,40,挂牌出让,,30362,,2020,2020年4月,2020年4月28日,50656.71,1.002.50,1,2.5,,阜宁县伟业城镇建设开发有限公司,,,,,,,,,,,,,,2021年7月28日,2023年7月28日
146,工业用地,盐城市,东台市,江苏维高机械科技有限公司,梁垛镇同创路东侧、临塔路南侧,50,挂牌出让,,357.0138,,2020,2020年4月,2020年4月28日,20878,1,1,1,,江苏维高机械科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
147,工业用地,盐城市,东台市,江苏倍斯库智能科技有限公司,梁垛镇兆丰金属东侧、临塔路南侧,50,挂牌出让,,342,,2020,2020年4月,2020年4月28日,20000,1,1,1,,江苏倍斯库智能科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
148,工业用地,盐城市,东台市,江苏吉腾新材料科技有限公司,梁垛镇苗桥路东侧、工业大道南侧,50,挂牌出让,,318.2994,,2020,2020年4月,2020年4月28日,18614,1.1,1.1,1.1,,江苏吉腾新材料科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
149,工业用地,盐城市,东台市,东台创严机械有限公司,梁垛镇同创路西侧、临塔路南侧,50,挂牌出让,,247.3344,,2020,2020年4月,2020年4月28日,14464,1,1,1,,东台创严机械有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
150,工业用地,盐城市,东台市,东台兆丰金属制品制造有限公司,梁垛镇维高机械东侧、临塔路南侧,50,挂牌出让,,285.0057,,2020,2020年4月,2020年4月28日,16667,1,1,1,,东台兆丰金属制品制造有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
151,工业用地,盐城市,阜宁县,阜宁倪东制冷设备制造有限公司,益林镇倪东村,50,挂牌出让,,231,,2020,2020年4月,2020年4月27日,10780.27,1.002.00,1,2,,阜宁倪东制冷设备制造有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
152,工业用地,盐城市,阜宁县,阜宁培业机械制造有限公司,益林镇倪东村,50,挂牌出让,,214,,2020,2020年4月,2020年4月27日,10000,1.002.00,1,2,,阜宁培业机械制造有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
153,工业用地,盐城市,阜宁县,阜宁县东锦复合材料厂,益林镇管计村,50,挂牌出让,,206,,2020,2020年4月,2020年4月27日,9636.75,0.902.00,0.9,2,,阜宁县东锦复合材料厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
154,工业用地,盐城市,阜宁县,盐城荣伟门窗有限公司,现代服务业园区新丰居委会,50,挂牌出让,,178,,2020,2020年4月,2020年4月27日,8167.67,1.002.00,1,2,,盐城荣伟门窗有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
155,工业用地,盐城市,阜宁县,阜宁嘉丽洁日用品有限公司,益林镇管计村,50,挂牌出让,,147,,2020,2020年4月,2020年4月27日,6867.37,1.002.00,1,2,,阜宁嘉丽洁日用品有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
156,工业用地,盐城市,阜宁县,阜宁县朱昊选煤有限公司,益林镇王楼居委会,50,挂牌出让,,140,,2020,2020年4月,2020年4月27日,6556.68,1.502.00,1.5,2,,阜宁县朱昊选煤有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
157,工业用地,盐城市,阜宁县,阜宁县隆之源服装厂,益林镇管计村,50,挂牌出让,,131,,2020,2020年4月,2020年4月27日,6122.19,1.502.00,1.5,2,,阜宁县隆之源服装厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
158,工业用地,盐城市,阜宁县,江苏标东液压件有限公司,现代服务业园区新丰居委会,50,挂牌出让,,126,,2020,2020年4月,2020年4月27日,5790.4,1.002.00,1,2,,江苏标东液压件有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
159,工业用地,盐城市,阜宁县,江苏闽中有机食品有限公司,益林镇倪东村,50,挂牌出让,,93,,2020,2020年4月,2020年4月27日,4350.45,1.202.00,1.2,2,,江苏闽中有机食品有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
160,工业用地,盐城市,阜宁县,阜宁县众森货物运输有限公司,益林镇管计村,50,挂牌出让,,89,,2020,2020年4月,2020年4月27日,4162.16,1.002.00,1,2,,阜宁县众森货物运输有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
161,工业用地,盐城市,阜宁县,阜宁县亚顺包装制品厂,益林镇管计村,50,挂牌出让,,82,,2020,2020年4月,2020年4月27日,3821.41,1.002.00,1,2,,阜宁县亚顺包装制品厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
162,工业用地,盐城市,阜宁县,阜宁县鑫之雅服装厂,益林镇管计村,50,挂牌出让,,80,,2020,2020年4月,2020年4月27日,3726.8,1.502.00,1.5,2,,阜宁县鑫之雅服装厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
