行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
东至县,东流镇安置房及公共绿地项目,东流镇张岗村、城东村,1.18209,公园与绿地,划拨,,社会保障业,0,池州东流工业集中区投资建设有限公司,1,2019年12月2日,,
池州市本级,齐山大道与永明路交叉口西南角地块,永明路,1.4023,零售商业用地,挂牌出让,40,商务服务业,2000,池州普基新能源有限公司,1.3,2019年12月2日,2020年10月1日,2021年9月30日
东至县,东至县经开区327省道南侧地块七,香隅镇金鸡村,0.69078,工业用地,挂牌出让,50,化学原料及化学制品制造业,87,安徽博倍化学科技有限公司,0.601.50,2019年12月2日,2020年11月19日,2020年11月19日
东至县,东至县经开区327省道南侧地块六,香隅镇金鸡村,0.941132,工业用地,挂牌出让,50,化学原料及化学制品制造业,118,安徽博倍化学科技有限公司,0.600.00,2019年12月2日,2020年11月19日,2021年11月19日
东至县,东至经开区327省道南侧地块五,香隅镇金鸡村,5.551402,工业用地,挂牌出让,50,化学原料及化学制品制造业,690,安徽博倍化学科技有限公司,0.601.50,2019年12月2日,2020年11月19日,2021年11月19日
东至县,东至经济开发区327省道南侧地块四,香隅镇金鸡村,0.867115,工业用地,挂牌出让,50,化学原料及化学制品制造业,108,安徽博倍化学科技有限公司,0.601.50,2019年12月2日,2020年11月19日,2021年11月19日
东至县,公共绿地项目,大渡口镇镇荣村,1.421111,公园与绿地,划拨,,环境管理业,0,大渡口镇人民政府,1,2019年12月2日,,
贵池区,阮桥220千伏变电站,池州市贵池区秋江街道阮桥社区、乌沙镇红庄村地块,1.1211,公用设施用地,划拨,,公共设施管理业,,国网安徽省电力有限公司池州供电公司,,2019年11月29日,2021年6月1日,2022年6月1日
东至县,东至经开区香苑路西侧地块二,香隅镇同心村,3.305641,工业用地,挂牌出让,50,化学原料及化学制品制造业,412,池州方达科技有限公司,0.601.50,2019年11月29日,2020年11月20日,2021年11月20日
青阳县,青阳县生活垃圾收运系统工程-长龙山垃圾中转站,蓉城镇长龙山路西侧,0.7667,公用设施用地,划拨,,房地产业,,青阳建设投资集团有限公司,0.5,2019年11月29日,2020年8月29日,2021年8月28日
东至县,东至经开区香苑路西侧地块一,香隅镇同心村,4.830592,工业用地,挂牌出让,50,化学原料及化学制品制造业,601,池州方达科技有限公司,0.601.50,2019年11月29日,2020年11月20日,2021年11月20日
东至县,池州政源（东至汇流站）220千伏输变电工程项目,官港镇陈镇村,1.665,公用设施用地,挂牌出让,50,其它,265,国网安徽省电力有限公司池州供电公司,0.001.00,2019年11月29日,2020年11月29日,2020年11月29日
青阳县,朱备镇江村村地块,朱备镇江村村,0.5758,旅馆用地,挂牌出让,40,农、林、牧、渔业,303,青阳县九华宿心园旅游文化发展有限公司,0.85,2019年11月28日,2020年8月28日,2021年8月27日
东至县,龙泉镇曹村村商服地块,龙泉镇曹村村,2.528908,旅馆用地,挂牌出让,40,住宿业,425,安徽西海温泉度假村有限公司,0.001.00,2019年11月26日,2020年11月17日,2021年11月17日
池州市本级,池州市第三中学新增地,昭明大道,0.5973,教育用地,划拨,,教育业,,池州市第三中学,0.5,2019年11月25日,,
池州市本级,水墨安徽一期退让佛光大道60米,九华山风景区,1.7546,公用设施用地,划拨,,其他服务业,,九华山市政园林管理所,,2019年11月25日,,
池州市本级,H6-1地块,江南产业集中区,2.3102,工业用地,挂牌出让,50,软件业,310,安徽文香信息技术有限公司,1.200.00,2019年11月22日,2020年5月13日,2021年5月12日
池州市本级,D23地块,江南产业集中区,4.0235,工业用地,挂牌出让,50,工程准备,540,安徽普洛兰管道修复技术有限公司,1.200.00,2019年11月22日,2020年5月13日,2021年5月12日
池州市本级,汽车集聚园P地块,青莲路,0.7187,其他商服用地,挂牌出让,40,其他服务业,440,池州市乐宸汽车贸易有限公司,1.2,2019年11月21日,2020年9月20日,2021年9月19日
贵池区,商服用地,马衙街道滨河社区徐垅组马江公路南侧,1.1873,其他商服用地,挂牌出让,40年,商务服务业,400,池州市众鑫实业有限公司,0.001.00,2019年11月18日,2020年10月1日,2022年10月1日
石台县,仙寓镇珂田村地块,仙寓镇珂田村,0.315157,零售商业用地,挂牌出让,40,居民服务业,85,石台县珂田加油站,0.4,2019年11月18日,2020年12月18日,2021年12月18日
东至县,科教用地项目,葛公镇葛公村,0.229573,科研用地,划拨,,教育业,0,葛公镇中心学校,1,2019年11月15日,,
东至县,交通运输项目,葛公镇葛公村,0.344526,公路用地,划拨,,道路运输业,0,葛公镇人民政府,1,2019年11月15日,,
东至县,公共设施（供水）项目,葛公镇葛公村,0.144528,公用设施用地,划拨,,公共设施管理业,0,葛公镇人民政府,1,2019年11月15日,,
东至县,公共设施（停车场）项目,葛公镇葛公村,2.014712,公用设施用地,划拨,,其他服务业,0,葛公镇人民政府,1,2019年11月15日,,
青阳县,丁桥镇洛家潭村103省道南侧地块,丁桥镇洛家潭村,0.3218,工业用地,挂牌出让,50,制造业,123.9,池州市方圆矿山机械制造有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
东至县,东至经济开发区沿河南路南侧,香隅镇同心村,5.228725,工业用地,挂牌出让,50,化学原料及化学制品制造业,652,安徽恒光聚氨酯材料有限公司,0.601.50,2019年11月14日,2020年11月13日,2021年11月13日
青阳县,木镇镇河北工业园区国锐能源公司南侧地块,木镇镇河北村,0.1039,工业用地,挂牌出让,50,制造业,13,安徽景辉铝型材有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,丁桥镇永平村永平变电所东侧地块,丁桥镇永平村,1.9166,工业用地,挂牌出让,50,制造业,240,安徽道达管道科技有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
东至县,尧渡镇毛田村地块二,尧渡镇毛田村,0.519827,工业用地,挂牌出让,50,工程准备,120,东至祥隆混凝土有限公司,0.801.50,2019年11月14日,2020年11月13日,2022年11月13日
东至县,望东长江大桥安置点项目,尧渡镇西村，良田村，黄泥村，孝义村，建东村，毛田村，永丰村,1.362078,城镇住宅用地,划拨,,社会保障业,,尧渡镇人民政府,1,2019年11月14日,,
青阳县,丁桥镇天屏村地块,丁桥镇天屏村,0.0886,工业用地,挂牌出让,50,金融业,46,青阳县丁桥镇园区建设发展有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,县经济开发区安徽永屹公司东南侧地块,蓉城镇光明村,1.3443,工业用地,挂牌出让,50,建筑业,212,安徽亿强项目管理有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,酉华镇工业园区金大环保南侧地块,酉华镇石安村,1,工业用地,挂牌出让,50,非金属矿物制品业,123,安徽祥腾非金属材料科技有限公司,1,2019年11月14日,2020年11月14日,2021年11月13日
青阳县,酉华镇工业园区金大环保公司西侧地块,酉华镇石安村,0.9462,工业用地,挂牌出让,50,制造业,117,安徽康盛非金属材料有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,丁桥镇永平村地块,丁桥镇永平村,0.0739,旅馆用地,挂牌出让,40,住宿和餐饮业,136.6,青阳县齐春生态庄园有限公司,0.85,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,新河镇团结村中达新型墙体材料公司北侧地块,新河镇团结村,0.4281,工业用地,挂牌出让,50,采矿业,54,青阳县中达新型墙体材料有限公司,1,2019年11月14日,2020年8月14日,2021年8月13日
青阳县,蓉城镇滨湖东路、光明大道南侧地块,蓉城镇滨湖东路东侧、光明大道南侧,0.0126,城镇住宅用地,挂牌出让,0,房地产业,26,池州和煦置业有限公司,1.001.05,2019年11月14日,2020年6月14日,2021年6月13日
青阳县,庙前镇高源村村部东侧地块,庙前镇高源村,1.3815,旅馆用地,挂牌出让,40,农、林、牧、渔业,722,安徽九华翌云生态农业观光旅游有限公司,0.85,2019年11月14日,2020年8月14日,2021年8月13日
东至县,大渡口大桥小区二期（新康花园小区）部分配套商业用房分摊土地面积,大渡口镇大桥村,0.127177,其他商服用地,挂牌出让,40,商务服务业,97,安徽天地旅游投资有限公司,0.005.08,2019年11月14日,2020年11月12日,2021年11月12日
东至县,公共设施（供水）用地项目,洋湖镇龙丰村,0.183805,公用设施用地,划拨,,公共设施管理业,0,洋湖镇人民政府,1,2019年11月12日,,
东至县,东至县香隅镇香荷大道西侧地块,香隅镇金鸡村,2.312092,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,296,安徽纳勒电子科技有限公司,0.601.50,2019年11月6日,2020年10月29日,2021年10月29日
东至县,2018年第11批次张溪镇东湖村地块,张溪镇东湖村,0.303061,工业用地,挂牌出让,50,建筑安装业,50,安徽宏俊钢结构有限公司,0.001.50,2019年11月6日,2020年11月5日,2021年11月5日
东至县,香隅镇黄山村工业地块一,香隅镇黄山村,0.591286,工业用地,挂牌出让,50,化学原料及化学制品制造业,75,安徽三禾化学科技有限公司,0.601.50,2019年11月4日,2020年10月25日,2021年10月25日
东至县,东至县第三人民医院迁建项目,胜利镇方村村,2.355974,医疗卫生用地,划拨,,卫生,,东至县第三人民医院,0.64,2019年11月4日,2020年9月28日,2021年9月28日
贵池区,交警支队二大队殷汇中队、贵池分局殷汇派出所业务用房项目,殷汇镇S221省道与X104县道交叉口（殷汇镇小石山）,0.671067,公用设施用地,划拨,,其他服务业,,安徽省池州市公安局交通警察支队,,2019年10月29日,2021年5月1日,2022年5月1日
池州市本级,六首路与通湖路交叉口西南侧地块,滨河东路,10.7813,城镇住宅用地,拍卖出让,70,房地产业,51000,池州弘业房地产开发有限公司,1.001.60,2019年10月29日,2020年9月1日,2023年2月28日
池州市本级,长岗安置点边角地,石城路,0.4705,城镇住宅用地,划拨,,其他服务业,,池州市贵池汇财置业有限责任公司,1.001.50,2019年10月24日,,
池州市本级,D30地块,江南产业集中区,1.989,工业用地,挂牌出让,50,环境管理业,345,安徽天衢环保科技有限公司,1.200.00,2019年10月22日,2020年4月10日,2021年4月9日
池州市本级,D31地块,江南产业集中区,3.9939,工业用地,挂牌出让,50,其它,535,安徽同卓再生资源有限公司,1.200.00,2019年10月22日,2020年4月10日,2021年4月9日
池州市本级,H8地块,江南产业集中区,6.6966,工业用地,挂牌出让,50,工程准备,885,安徽澳洋建材有限公司,1.200.00,2019年10月22日,2020年4月10日,2022年4月9日
池州市本级,H7地块,江南产业集中区,6.6966,工业用地,挂牌出让,50,其它,885,安徽三铭安防科技有限公司,1.200.00,2019年10月22日,2020年4月10日,2022年4月9日
池州市本级,G15地块,江南产业集中区,3.3903,工业用地,挂牌出让,3.3903,塑料制品业,455,安徽冠优新材料科技有限公司,1.200.00,2019年10月22日,2020年4月10日,2021年4月9日
池州市本级,金安园区136号,池州开发区,3.0902,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,320,安徽鑫米兰电子科技有限公司,1.2,2019年10月21日,2020年6月1日,2021年12月30日
池州市本级,金安园区125号,池州开发区,1.0295,工业用地,挂牌出让,50,汽车制造,106,安徽省池州市盛大专用车装备制造有限公司,1.2,2019年10月21日,2020年6月1日,2021年5月31日
池州市本级,金安园区133号,池州开发区,4.4078,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,455,安徽龙时服饰科技有限公司,1.2,2019年10月21日,2020年6月1日,2021年12月30日
池州市本级,金安园区126号,池州开发区,1.0733,工业用地,挂牌出让,50,汽车制造,110,安徽省盛运大田专用汽车有限公司,1.2,2019年10月21日,2020年6月1日,2021年5月31日
池州市本级,金安园区130号,池州开发区,2.168,工业用地,挂牌出让,50,工艺品及其他制造业,225,池州旭劲拉链新材料有限公司,1.2,2019年10月21日,2020年6月1日,2021年5月31日
池州市本级,金安园区131号,池州开发区,5.867,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,605,安徽天麟服饰科技有限公司,1.2,2019年10月21日,2020年6月1日,2021年12月30日
石台县,矶滩乡矶滩村地块,矶滩乡矶滩村,0.09287,其他商服用地,挂牌出让,40,住宿业,24,池州远山旅游发展有限公司,1,2019年10月16日,2020年9月15日,2021年9月15日
东至县,青山乡青山村公共停车场,青山乡青山村,0.4317,公用设施用地,划拨,,公共设施管理业,0,青山乡人民政府,1,2019年10月16日,,
东至县,花园乡花园村,花园乡花园村,0.181149,公用设施用地,挂牌出让,50,电力、热力的生产和供应业,45,国网安徽省电力有限公司东至县供电公司,0.001.50,2019年10月14日,2019年10月12日,2020年10月12日
东至县,葛公镇231省道西侧地块,东至县葛公镇葛公村,0.16445,公用设施用地,挂牌出让,50,电力、热力的生产和供应业,42,国网安徽省电力有限公司东至县供电公司,1.001.50,2019年10月14日,,
贵池区,年处理皖宝秀山矿150万吨废石综合利用项目,殷汇镇龙庄村地块二,1.9824,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,325,池州市秀山石材有限公司,1.000.00,2019年10月12日,2021年5月1日,2023年5月1日
贵池区,年处理皖宝秀山矿150万吨废石综合利用项目,殷汇镇龙庄村地块一,1.2174,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,200,池州市秀山石材有限公司,1.000.00,2019年10月12日,2021年5月1日,2023年5月1日
贵池区,年产10万吨白云石烧结料项目,墩上街道塔山村一地块,0.667519,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,101,禄思伟矿业资源（安徽）有限公司,1.000.00,2019年10月10日,2021年5月1日,2022年5月1日
东至县,东至县城南DZCN-6地块,东至县城南新区,6.022307,城镇住宅用地,拍卖出让,70,房地产业,23530,东至升金房地产开发有限公司,1.001.70,2019年10月10日,2021年3月6日,2023年3月6日
