行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,,,
余姚市,原舜塑科技地块配套道路新建工程,阳明街道北郊村,0.3102,城镇村道路用地,划拨,,城市公共交通业,76.8761,余姚市住房和城乡建设局,,2020年6月15日,2021年6月22日,2023年6月21日,,,,
宁波市本级,海曙区新芝小学迁建工程（暂名）,海曙区西门街道,2.575,教育用地,划拨,,国家机构,,宁波市海曙区教育局,0.101.00,2020年6月15日,2021年6月15日,2024年6月14日,,,,
鄞州区,五乡镇永乐村5号工业地块（带征绿化用地和道路留地）,宁波市鄞州区五乡镇永乐村,0.6316,公园与绿地,划拨,,国家机构,339.9143,宁波市鄞州区五乡镇人民政府,,2020年6月15日,2021年12月13日,2023年12月12日,,,,
宁波市本级,仇毕安置房配套道路工程,东郊街道仇毕村,2.5004,城镇村道路用地,划拨,,其他服务业,,宁波市鄞城集团有限责任公司,,2020年6月15日,2021年12月13日,2023年12月12日,,,,
慈溪市,观海卫镇卫前路北延工程,观海卫镇锦堂村,0.4816,城镇村道路用地,划拨,,道路运输业,47.1005,慈溪市观海卫镇人民政府,0.000.00,2020年6月15日,2021年6月15日,2024年6月17日,,,,
鄞州区,鄞州新城区陈婆渡社区服务中心项目,陈婆渡,0.4163,城镇住宅用地,划拨,,国家机构,68.6895,宁波市鄞州区人民政府首南街道办事处,1.001.00,2020年6月15日,2021年12月13日,2023年12月12日,,,,
象山县,建设路与新华路交叉口西北角地块,丹东街道建设路与新华路交叉口西北角,0.6842,城镇住宅用地,拍卖出让,70,房地产业,5206,象山昊鼎房地产开发有限公司,1.001.50,2020年6月15日,2021年6月14日,2024年6月14日,,,,
宁海县,宁海县新城市中心区交通局北地块,宁海县新城市中心区交通局北侧,5.8784,城镇住宅用地,挂牌出让,70,房地产业,119434.392,得力房地产有限公司,2.002.25,2020年6月15日,2021年6月15日,2023年6月15日,,,,
北仑区,MS04-02-02-01地块挂牌出让,梅山欣港路南、港航路东,5.0858,仓储用地,挂牌出让,50,仓储业,3814.35,宁波梅山保税港区远达供应链管理有限公司,0.802.00,2020年6月12日,2021年1月13日,2023年1月12日,,,,
慈溪市,慈溪滨海工业201916#,浙江慈溪滨海经济开发区,1.922958,工业用地,拍卖出让,50,金属制品业,548.04,慈溪市一泰包装有限公司,1.001.80,2020年6月12日,2021年6月12日,2023年6月12日,,,,
宁海县,G228宁海下陈至三门界段公路工程（一期）,一市镇,10.7548,公路用地,划拨,,道路运输业,1966.761,宁海县交通运输局,,2020年6月12日,2020年12月12日,2022年6月12日,,,,
慈溪市,慈胜山I201204#地块,胜山,2.6277,城镇住宅用地,拍卖出让,70,房地产业,20875,苏州东延企业管理咨询有限公司,1.001.90,2020年6月12日,2021年8月11日,2024年8月11日,,,,
慈溪市,浒横河规划绿化带,浒山街道乌山社区,0.2823,公园与绿地,划拨,,国家机构,29.7262,慈溪市人民政府浒山街道办事处,,2020年6月11日,2021年6月11日,2024年6月11日,,,,
宁波市本级,海曙区HS05-04-22（社区学院南侧）地块,海曙区,1.9079,城镇住宅用地,挂牌出让,70,房地产业,106735.5576,宁波维科置业有限公司,1.002.40,2020年6月11日,2021年6月17日,2024年6月17日,,,,
宁波市本级,二院北部院区东侧道路工程,南起永丰北路173弄，北至范江岸路,0.1687,城镇村道路用地,划拨,,道路运输业,0,宁波市江北区城市管理局,0.000.00,2020年6月11日,2021年6月10日,2023年6月10日,,,,
慈溪市,金山路道路配套工程,浒山街道乌山村,0.0099,城镇村道路用地,划拨,,国家机构,0.8093,慈溪市人民政府浒山街道办事处,,2020年6月11日,2021年6月11日,2024年6月11日,,,,
宁波市本级,龙观乡门户区生态景观公园工程,海曙区龙观乡后隆村,0.3239,公园与绿地,划拨,,国家机构,,宁波市海曙区龙观乡人民政府,0.000.10,2020年6月11日,2021年6月11日,2024年6月10日,,,,
慈溪市,寺山路道路配套工程,浒山街道剑山社区,0.0472,城镇村道路用地,划拨,,国家机构,3.8586,慈溪市人民政府浒山街道办事处,,2020年6月11日,2021年6月11日,2024年6月11日,,,,
北仑区,九峰小学扩建工程,霞浦,0.4511,公园与绿地,划拨,,房屋和土木工程业,405.99,宁波市北仑教育发展有限公司,0,2020年6月11日,2020年12月11日,2022年6月10日,,,,
宁海县,桥头胡街道庙后塘安置小区,桥头胡街道桥头胡村,4.5952,城镇住宅用地,划拨,,房地产业,438.2768,宁海县建龙城市开发建设投资有限公司,1.000.00,2020年6月10日,2020年12月10日,2022年6月10日,,,,
余姚市,浙江松原汽车安全系统有限公司北侧地块,牟山镇新东吴村,0.205,工业用地,挂牌出让,50,专用设备制造业,139,浙江松原汽车安全系统股份有限公司,1.101.50,2020年6月10日,2021年7月23日,2023年7月23日,,,,
慈溪市,慈长河0816#-2地块,长河镇长丰村,0.5333,工业用地,拍卖出让,50,其它,352.6,慈溪市长河宏烽汽车零部件厂,1.002.50,2020年6月10日,2021年6月10日,2024年6月10日,,,,
余姚市,余姚市总工会丈亭职工活动中心新建工程地块,丈亭镇人和路,0.375,文化设施用地,划拨,,娱乐业,0,余姚市总工会,1.001.00,2020年6月10日,2021年6月17日,2023年6月17日,,,,
余姚市,中意宁波生态园兴姚路北侧、朗海北路西侧地块二,中意宁波生态园,2.3491,公用设施用地,挂牌出让,50,公共设施管理业,1058,余姚市海际建设发展有限公司,0.010.80,2020年6月10日,2021年7月23日,2023年7月23日,,,,
余姚市,黄家埠镇329复线东侧横五路南侧地块,黄家埠镇黄家埠村,0.8706,工业用地,协议出让,50,其它,329.9574,宁波光耀热电有限公司,1.002.00,2020年6月10日,2021年6月17日,2023年6月17日,,,,
慈溪市,慈长河0816#-3地块,长河镇长丰村,0.5333,工业用地,拍卖出让,50,其它,352.6,慈溪市兴泓电器有限公司,1.202.50,2020年6月10日,2021年6月10日,2024年6月10日,,,,
余姚市,竹山村余姚市奥邦塑模实业有限公司东侧,梨洲街道竹山村,0.2808,工业用地,协议出让,50,橡胶制品业,143.4888,余姚市五环塑染有限公司,1.101.50,2020年6月10日,2021年6月17日,2023年6月16日,,,,
慈溪市,慈长河0816#-4地块,长河镇长丰村,0.485,工业用地,拍卖出让,50,金属制品业,323.5,慈溪市汉都塑料制品有限公司,1.102.50,2020年6月10日,2021年6月10日,2024年6月10日,,,,
余姚市,宁波爱洁水暖洁具有限公司西侧地块一、地块二,大隐镇学士桥村,0.3857,工业用地,协议出让,50,金属制品业,130.7523,宁波爱洁水暖洁具有限公司,1.001.50,2020年6月9日,2021年6月16日,2023年6月16日,,,,
鄞州区,姜山镇明阳路南段（人民西路-振狮路）新建工程,姜山镇姜山头，乔里村,0.6739,城镇村道路用地,划拨,,国家机构,251.2359,宁波市鄞州区姜山镇人民政府,,2020年6月9日,2021年12月7日,2023年12月6日,,,,
慈溪市,慈周巷II201923#地块,周巷镇潭南村,0.143,工业用地,协议出让,50,其它,79.365,慈溪攀麒电器有限公司,1.002.50,2020年6月9日,2021年6月9日,2024年6月9日,,,,
象山县,贤庠镇港芦路东侧地块建设项目,贤庠镇港芦路东侧,0.0252,工业用地,协议出让,44,金属制品业,9.0216,宁波龙德润活动房有限公司,0.902.00,2020年6月9日,2021年6月8日,2023年6月8日,,,,
慈溪市,慈宗汉II201732#,宗汉街道史家村,0.0823,工业用地,协议出让,50,塑料制品业,55.5525,慈溪市宗汉新兴水暖器材厂,0.902.00,2020年6月9日,2021年6月9日,2024年6月9日,,,,
宁波市本级,宁波市中西医结合医院新建工程,东部新城核心区以东片区，城市主干路宁东路以北，城市支路芳草路以东，城市支路溪山路以南，城市支路以西,3.6771,医疗卫生用地,划拨,,卫生,,宁波市鄞州区卫生健康局,1.801.80,2020年6月8日,2021年6月8日,2024年6月8日,,,,
慈溪市,宁波杭州湾新区兴慈五路跨十一塘江桥梁工程,宁波杭州湾新区,0.7811,公路用地,划拨,,社会保障业,,慈溪市经济开发有限公司,,2020年6月8日,2021年1月8日,2023年1月8日,,,,
宁海县,宁海县科技园区23-01地块,宁海县兴海路东侧,6.977,城镇住宅用地,挂牌出让,70,房地产业,92399.8995,得力房地产有限公司,1.001.35,2020年6月8日,2021年6月8日,2023年6月8日,,,,
镇海区,九龙湖镇长石地段ZH09-06-02-f-01地块,镇海区九龙湖镇长石村,1.1674,工业用地,协议出让,50,通用设备制造业,1062.334,宁波丹琪洁具有限公司,0.8,2020年6月8日,2021年7月1日,2023年7月1日,,,,
余姚市,宁波兰墅110千伏输变电工程（站址土建）,兰江街道兰墅桥村,0.4273,公用设施用地,划拨,,公共设施管理业,0,宁波舜通集团有限公司,0.7,2020年6月8日,2021年6月15日,2023年6月14日,,,,
象山县,象山县旧城区南街以东、东街两侧地块,象山县旧城区南街以东、东街两侧,9.1049,零售商业用地,拍卖出让,40,零售业,50321,象山宝龙聚鹏房地产开发有限公司,1.061.47,2020年6月8日,2021年6月7日,2024年6月7日,,,,
慈溪市,慈新浦II201922#,新浦镇西街村、浦沿村,0.6412,工业用地,协议出让,50,塑料制品业,278.922,宁波帝洁卫浴有限公司,1.002.50,2020年6月5日,2021年6月5日,2024年6月5日,,,,
北仑区,白峰街道进港路沿线物流园区项目南区协议出让,白峰街道进港路沿线,5.38,仓储用地,协议出让,50,仓储业,1861.48,宁波市北仑区白峰街道港口村轮仰股份经济合作社等26个合作社,0,2020年6月5日,2020年12月5日,2022年12月4日,,,,
北仑区,白峰街道进港路沿线物流园区项目北区协议出让,白峰街道进港路沿线,6.5495,仓储用地,协议出让,50,仓储业,2266.127,宁波市北仑区白峰街道港口村轮仰股份经济合作社等26个合作社,0,2020年6月5日,2020年12月5日,2022年12月4日,,,,
象山县,西周镇上张村移民发展备用地块三建设项目,西周镇瀛洲村、土下村,0.3589,城镇住宅用地,划拨,,住宿业,,象山县西周镇城镇建设投资开发公司,1.001.20,2020年6月4日,2021年6月3日,2023年6月3日,,,,
奉化市,尚田街道城镇低效用地再开发一百九十四号地块,尚田街道金地寺村北面，地块东至尚界线绿化带，西、北至山体，南至用地范围线,0.7327,工业用地,协议出让,50,专用设备制造业,276.9606,宁波健芝康医疗设备有限公司,1.001.05,2020年6月4日,2021年7月4日,2023年7月4日,,,,
奉化市,尚田街道城镇低效用地再开发八十二号-1地块,尚田街道金地寺村，地块东至尚岭线绿化带，南、北、西至用地范围线,0.2613,工业用地,协议出让,50,塑料制品业,98.7714,宁波奉化明立照明电器塑料厂,1.101.15,2020年6月4日,2021年7月4日,2023年7月4日,,,,
余姚市,世南西路南侧、开丰路西侧地块,兰江街道,1.4676,商务金融用地,挂牌出让,40,零售业,3301.5,余姚市兰墅建设发展有限公司,1.501.80,2020年6月4日,2021年8月14日,2023年8月14日,,,,
余姚市,阳明东路南侧、城东路西侧地块,凤山街道,3.3067,城镇住宅用地,挂牌出让,70,房地产业,58786,杭州力辰房地产开发有限公司,1.001.80,2020年6月4日,2021年9月15日,2023年9月15日,,,,
北仑区,洋沙山公交场站项目,春晓,0.7168,交通服务场站用地,划拨,,房屋和土木工程业,645.12,宁波市北仑区路港交通投资有限公司,0,2020年6月3日,2020年12月3日,2022年6月2日,,,,
慈溪市,新城河3#地块,白沙路街道,2.8785,城镇住宅用地,拍卖出让,70,房地产业,49858,慈溪市青桂置业有限公司,1.002.00,2020年6月3日,2021年7月3日,2024年7月3日,,,,
北仑区,球山老年公寓项目,春晓,0.4145,社会福利用地,划拨,,房屋和土木工程业,111.915,宁波市北仑区春晓街道三山村球山股份经济合作社,0.5,2020年6月2日,2020年12月2日,2022年6月1日,,,,
慈溪市,慈溪市掌起水产养殖服务中心,掌起镇北部,0.1058,科研用地,划拨,,国家机构,33.7713,慈溪市掌起镇人民政府,0.501.20,2020年6月2日,2021年6月2日,2024年6月2日,,,,
北仑区,新碶高塘学校西侧规划道路（渤海路-规划黄山路）一期工程剩余地块,新碶,0.1835,城镇村道路用地,划拨,,房屋和土木工程业,165.15,宁波市北仑区公共项目建设管理中心,0,2020年6月2日,2020年12月2日,2022年6月1日,,,,
镇海区,庄市街道同心湖幼儿园（暂名）工程,北至同心路，南至清泉路，冬至归源路,0.68,教育用地,划拨,,国家机构,276.9081,宁波市镇海区人民政府庄市街道办事处,0.900.90,2020年6月1日,2021年7月1日,2023年7月1日,,,,
宁海县,西店19-45地块项目,西店镇香石村,0.2937,工业用地,挂牌出让,50,化学原料及化学制品制造业,112,宁波拥得工艺品有限公司,0.902.00,2020年6月1日,2020年11月21日,2022年5月21日,,,,
象山县,国电象山1＃海上风电场（一期）工程陆上控制中心项目,象山县鹤浦镇大南田村东北侧,1.5856,公用设施用地,划拨,,其它,,国电象山海上风电有限公司,0.5,2020年6月1日,2021年5月31日,2023年5月31日,,,,
江北区,江北高新园皇吉浦路南段道路及配套设施工程,江北高新产业园庆丰路以南，慈城镇民丰村和浦丰村,0.5975,城镇村道路用地,划拨,,道路运输业,0,宁波江北高新技术产业园开发投资有限公司,0.000.00,2020年6月1日,2022年5月31日,2023年5月31日,,,,
慈溪市,慈周巷II201937#地块,周巷镇元甲村,0.5562,工业用地,协议出让,50,金属制品业,308.691,慈溪市抒言金属制品厂（普通合伙）,0.802.50,2020年6月1日,2021年6月1日,2024年6月1日,,,,
象山县,靖南路与海山路交叉口东南角地块二,靖南路与海山路交叉口东南角地块二,0.5353,公园与绿地,划拨,,公共设施管理业,,象山县城市建设投资集团有限公司,,2020年6月1日,2021年5月31日,2023年5月31日,,,,
慈溪市,慈宗汉II201742#,宗汉街道史家村,0.0738,工业用地,协议出让,50,塑料制品业,49.815,慈溪市宗汉金芬塑料制品厂,0.902.00,2020年6月1日,2021年6月1日,2024年6月1日,,,,
宁波市本级,槐新路南段道路工程,南起槐树路，北至江安路,0.3086,城镇村道路用地,划拨,,道路运输业,0,宁波市江北区城市管理局,0.000.00,2020年6月1日,2022年5月31日,2023年5月31日,,,,
镇海区,镇海区九龙湖镇卫生院迁建工程项目,九龙湖镇龙都路西侧,0.7864,医疗卫生用地,划拨,,卫生,297.7425,宁波市镇海区九龙湖镇卫生院,0.990.99,2020年6月1日,2021年7月1日,2023年7月1日,,,,
宁海县,西店17-51地块项目,西店镇香石村,0.2224,工业用地,挂牌出让,50,汽车制造,85,宁波中贺汽配有限公司,1.002.00,2020年6月1日,2020年11月19日,2022年5月19日,,,,
宁海县,西店18-01地块项目,西店镇吴山村,0.1996,工业用地,挂牌出让,50,塑料制品业,76,宁海骏辉塑料制品有限公司,1.202.00,2020年6月1日,2020年11月19日,2022年5月19日,,,,
宁海县,宁海县强蛟镇19-124地块,强蛟镇上蒲村,0.8245,工业用地,挂牌出让,50,其它,335,宁波万锦电器有限公司,1.2,2020年6月1日,2020年11月30日,2022年5月31日,,,,
宁海县,宁海县桥头胡街道QD-2401-2地块,宁海县桥头胡街道原陆家村,1.0994,城镇住宅用地,挂牌出让,70,房地产业,2869.43,宁海县建龙城市开发建设投资有限公司,1.201.80,2020年5月31日,2021年5月30日,2023年5月30日,,,,
象山县,石浦镇经济适用房三期地块,石浦镇番头岙村,4.1344,城镇住宅用地,划拨,,社会保障业,0,象山县石浦棚户区改造投资有限公司,1.001.80,2020年5月29日,2021年5月28日,2024年5月28日,,,,
慈溪市,慈溪小家电智造小镇巷通南路新建工程,万安庄、万寿寺村,1.4487,城镇村道路用地,划拨,,城市公共交通业,18.2077,慈溪小家电智造小镇建设投资有限公司,0.000.00,2020年5月29日,2021年5月29日,2024年5月29日,,,,
